data,fonte,quantidade,status
2024-01-02T00:00:00,A,146,ERRO
2024-01-02T00:00:00,A,349,ERRO
2024-01-02T00:00:00,A,1203,ERRO
2024-01-02T00:00:00,A,1144,ERRO
2024-01-02T00:00:00,A,1129,ERRO
2024-01-02T00:00:00,A,100,ERRO
2024-01-10T00:00:00,A,2898,OK
2024-01-10T00:00:00,A,80,OK
2024-01-10T00:00:00,A,99,OK
2024-01-10T00:00:00,A,78,OK
2024-01-10T00:00:00,A,1051,OK
2024-01-10T00:00:00,A,154,OK
2024-01-10T00:00:00,A,191,OK
2024-01-10T00:00:00,A,857,OK
2024-01-10T00:00:00,A,241,OK
2024-01-10T00:00:00,A,613,OK
2024-01-10T00:00:00,A,580,OK
2024-01-10T00:00:00,A,591,OK
2024-01-10T00:00:00,A,96,ERRO
2024-01-10T00:00:00,A,168,ERRO
2024-01-10T00:00:00,A,152,ERRO
2024-01-10T00:00:00,A,2064,ERRO
2024-01-10T00:00:00,A,318,ERRO
2024-01-10T00:00:00,A,326,ERRO
2024-01-10T00:00:00,A,6471,ERRO
2024-01-10T00:00:00,A,1487,ERRO
2024-01-10T00:00:00,A,471,ERRO
2024-01-10T00:00:00,A,1222,ERRO
2024-01-10T00:00:00,A,1165,ERRO
2024-01-10T00:00:00,A,1123,ERRO
2024-01-18T00:00:00,A,2948,OK
2024-01-18T00:00:00,A,91,OK
2024-01-18T00:00:00,A,94,OK
2024-01-18T00:00:00,A,117,OK
2024-01-18T00:00:00,A,126,OK
2024-01-18T00:00:00,A,465,OK
2024-01-18T00:00:00,A,770,OK
2024-01-18T00:00:00,A,193,OK
2024-01-18T00:00:00,A,541,OK
2024-01-18T00:00:00,A,568,OK
2024-01-18T00:00:00,A,86,ERRO
2024-01-18T00:00:00,A,191,ERRO
2024-01-18T00:00:00,A,231,ERRO
2024-01-18T00:00:00,A,222,ERRO
2024-01-18T00:00:00,A,1334,ERRO
2024-01-18T00:00:00,A,1597,ERRO
2024-01-18T00:00:00,A,858,ERRO
2024-01-18T00:00:00,A,395,ERRO
2024-01-18T00:00:00,A,6663,ERRO
2024-01-18T00:00:00,A,1083,ERRO
2024-01-18T00:00:00,A,1048,ERRO
2024-01-18T00:00:00,A,92,ERRO
2024-01-18T00:00:00,A,750,OK
2024-01-03T00:00:00,A,588,OK
2024-01-03T00:00:00,A,88,OK
2024-01-03T00:00:00,A,2623,OK
2024-01-03T00:00:00,A,133,OK
2024-01-03T00:00:00,A,1044,OK
2024-01-03T00:00:00,A,45,OK
2024-01-03T00:00:00,A,281,OK
2024-01-03T00:00:00,A,89,OK
2024-01-03T00:00:00,A,190,OK
2024-01-03T00:00:00,A,711,OK
2024-01-03T00:00:00,A,549,OK
2024-01-03T00:00:00,A,661,OK
2024-01-03T00:00:00,A,1099,ERRO
2024-01-03T00:00:00,A,195,ERRO
2024-01-03T00:00:00,A,5839,ERRO
2024-01-03T00:00:00,A,274,ERRO
2024-01-03T00:00:00,A,2097,ERRO
2024-01-03T00:00:00,A,81,ERRO
2024-01-03T00:00:00,A,558,ERRO
2024-01-03T00:00:00,A,162,ERRO
2024-01-03T00:00:00,A,356,ERRO
2024-01-03T00:00:00,A,1282,ERRO
2024-01-03T00:00:00,A,1125,ERRO
2024-01-03T00:00:00,A,1301,ERRO
2024-01-11T00:00:00,A,927,OK
2024-01-11T00:00:00,A,53,OK
2024-01-11T00:00:00,A,86,OK
2024-01-11T00:00:00,A,100,OK
2024-01-11T00:00:00,A,120,OK
2024-01-11T00:00:00,A,2759,OK
2024-01-11T00:00:00,A,769,OK
2024-01-11T00:00:00,A,259,OK
2024-01-11T00:00:00,A,544,OK
2024-01-11T00:00:00,A,566,OK
2024-01-11T00:00:00,A,592,OK
2024-01-11T00:00:00,A,1169,ERRO
2024-01-11T00:00:00,A,6141,ERRO
2024-01-11T00:00:00,A,119,ERRO
2024-01-11T00:00:00,A,140,ERRO
2024-01-11T00:00:00,A,98,ERRO
2024-01-11T00:00:00,A,166,ERRO
2024-01-11T00:00:00,A,1800,ERRO
2024-01-11T00:00:00,A,234,ERRO
2024-01-11T00:00:00,A,220,ERRO
2024-01-11T00:00:00,A,1453,ERRO
2024-01-11T00:00:00,A,528,ERRO
2024-01-11T00:00:00,A,1043,ERRO
2024-01-11T00:00:00,A,1058,ERRO
2024-01-11T00:00:00,A,55,OK
2024-01-11T00:00:00,A,120,OK
2024-01-19T00:00:00,A,2501,OK
2024-01-19T00:00:00,A,664,OK
2024-01-19T00:00:00,A,59,OK
2024-01-19T00:00:00,A,52,OK
2024-01-19T00:00:00,A,63,OK
2024-01-19T00:00:00,A,89,OK
2024-01-19T00:00:00,A,410,OK
2024-01-19T00:00:00,A,115,OK
2024-01-19T00:00:00,A,744,OK
2024-01-19T00:00:00,A,446,OK
2024-01-19T00:00:00,A,459,OK
2024-01-19T00:00:00,A,197,OK
2024-01-19T00:00:00,A,58,ERRO
2024-01-19T00:00:00,A,98,ERRO
2024-01-19T00:00:00,A,1153,ERRO
2024-01-19T00:00:00,A,137,ERRO
2024-01-19T00:00:00,A,207,ERRO
2024-01-19T00:00:00,A,222,ERRO
2024-01-19T00:00:00,A,786,ERRO
2024-01-19T00:00:00,A,850,ERRO
2024-01-19T00:00:00,A,1547,ERRO
2024-01-19T00:00:00,A,5713,ERRO
2024-01-19T00:00:00,A,946,ERRO
2024-01-19T00:00:00,A,379,ERRO
2024-01-04T00:00:00,A,588,OK
2024-01-04T00:00:00,A,86,OK
2024-01-04T00:00:00,A,2596,OK
2024-01-04T00:00:00,A,168,OK
2024-01-04T00:00:00,A,1087,OK
2024-01-04T00:00:00,A,37,OK
2024-01-04T00:00:00,A,279,OK
2024-01-04T00:00:00,A,63,OK
2024-01-04T00:00:00,A,188,OK
2024-01-04T00:00:00,A,642,OK
2024-01-04T00:00:00,A,580,OK
2024-01-04T00:00:00,A,611,OK
2024-01-04T00:00:00,A,1084,ERRO
2024-01-04T00:00:00,A,154,ERRO
2024-01-04T00:00:00,A,5826,ERRO
2024-01-04T00:00:00,A,313,ERRO
2024-01-04T00:00:00,A,69,ERRO
2024-01-04T00:00:00,A,2197,ERRO
2024-01-04T00:00:00,A,72,ERRO
2024-01-04T00:00:00,A,532,ERRO
2024-01-04T00:00:00,A,132,ERRO
2024-01-04T00:00:00,A,344,ERRO
2024-01-04T00:00:00,A,1192,ERRO
2024-01-04T00:00:00,A,1184,ERRO
2024-01-04T00:00:00,A,1155,ERRO
2024-01-12T00:00:00,A,69,OK
2024-01-12T00:00:00,A,58,OK
2024-01-12T00:00:00,A,57,OK
2024-01-12T00:00:00,A,693,OK
2024-01-12T00:00:00,A,94,OK
2024-01-12T00:00:00,A,158,OK
2024-01-12T00:00:00,A,453,OK
2024-01-12T00:00:00,A,470,OK
2024-01-12T00:00:00,A,481,OK
2024-01-12T00:00:00,A,813,OK
2024-01-12T00:00:00,A,190,OK
2024-01-12T00:00:00,A,2541,OK
2024-01-12T00:00:00,A,45,ERRO
2024-01-12T00:00:00,A,68,ERRO
2024-01-12T00:00:00,A,123,ERRO
2024-01-12T00:00:00,A,107,ERRO
2024-01-12T00:00:00,A,5708,ERRO
2024-01-12T00:00:00,A,835,ERRO
2024-01-12T00:00:00,A,331,ERRO
2024-01-12T00:00:00,A,905,ERRO
2024-01-12T00:00:00,A,942,ERRO
2024-01-12T00:00:00,A,361,ERRO
2024-01-12T00:00:00,A,1645,ERRO
2024-01-12T00:00:00,A,84,ERRO
2024-01-12T00:00:00,A,1246,ERRO
2024-01-12T00:00:00,A,217,ERRO
2024-01-20T00:00:00,A,43,OK
2024-01-20T00:00:00,A,43,OK
2024-01-20T00:00:00,A,58,OK
2024-01-20T00:00:00,A,55,OK
2024-01-20T00:00:00,A,292,OK
2024-01-20T00:00:00,A,710,ERRO
2024-01-20T00:00:00,A,83,ERRO
2024-01-20T00:00:00,A,84,ERRO
2024-01-20T00:00:00,A,113,ERRO
2024-01-20T00:00:00,A,89,ERRO
2024-01-05T00:00:00,A,535,OK
2024-01-05T00:00:00,A,95,OK
2024-01-05T00:00:00,A,2442,OK
2024-01-05T00:00:00,A,148,OK
2024-01-05T00:00:00,A,914,OK
2024-01-05T00:00:00,A,271,OK
2024-01-05T00:00:00,A,80,OK
2024-01-05T00:00:00,A,128,OK
2024-01-05T00:00:00,A,608,OK
2024-01-05T00:00:00,A,481,OK
2024-01-05T00:00:00,A,547,OK
2024-01-05T00:00:00,A,1001,ERRO
2024-01-05T00:00:00,A,171,ERRO
2024-01-05T00:00:00,A,5535,ERRO
2024-01-05T00:00:00,A,307,ERRO
2024-01-05T00:00:00,A,111,ERRO
2024-01-05T00:00:00,A,1892,ERRO
2024-01-05T00:00:00,A,578,ERRO
2024-01-05T00:00:00,A,157,ERRO
2024-01-05T00:00:00,A,230,ERRO
2024-01-05T00:00:00,A,1145,ERRO
2024-01-05T00:00:00,A,995,ERRO
2024-01-05T00:00:00,A,1082,ERRO
2024-01-13T00:00:00,A,46,OK
2024-01-13T00:00:00,A,54,OK
2024-01-13T00:00:00,A,56,OK
2024-01-13T00:00:00,A,70,OK
2024-01-13T00:00:00,A,295,OK
2024-01-13T00:00:00,A,712,ERRO
2024-01-13T00:00:00,A,80,ERRO
2024-01-13T00:00:00,A,92,ERRO
2024-01-13T00:00:00,A,91,ERRO
2024-01-13T00:00:00,A,102,ERRO
2024-01-13T00:00:00,A,124,ERRO
2024-01-13T00:00:00,A,34,OK
2024-01-06T00:00:00,A,71,OK
2024-01-06T00:00:00,A,302,OK
2024-01-06T00:00:00,A,70,OK
2024-01-06T00:00:00,A,77,OK
2024-01-06T00:00:00,A,55,OK
2024-01-06T00:00:00,A,45,OK
2024-01-06T00:00:00,A,142,ERRO
2024-01-06T00:00:00,A,681,ERRO
2024-01-06T00:00:00,A,125,ERRO
2024-01-06T00:00:00,A,145,ERRO
2024-01-06T00:00:00,A,102,ERRO
2024-01-06T00:00:00,A,103,ERRO
2024-01-14T00:00:00,A,115,OK
2024-01-14T00:00:00,A,243,ERRO
2024-01-07T00:00:00,A,77,OK
2024-01-07T00:00:00,A,46,OK
2024-01-07T00:00:00,A,40,OK
2024-01-07T00:00:00,A,154,ERRO
2024-01-07T00:00:00,A,92,ERRO
2024-01-07T00:00:00,A,71,ERRO
2024-01-15T00:00:00,A,71,OK
2024-01-15T00:00:00,A,126,OK
2024-01-15T00:00:00,A,1012,OK
2024-01-15T00:00:00,A,2948,OK
2024-01-15T00:00:00,A,161,OK
2024-01-15T00:00:00,A,817,OK
2024-01-15T00:00:00,A,186,OK
2024-01-15T00:00:00,A,594,OK
2024-01-15T00:00:00,A,561,OK
2024-01-15T00:00:00,A,252,OK
2024-01-15T00:00:00,A,611,OK
2024-01-15T00:00:00,A,1093,ERRO
2024-01-15T00:00:00,A,154,ERRO
2024-01-15T00:00:00,A,122,ERRO
2024-01-15T00:00:00,A,2007,ERRO
2024-01-15T00:00:00,A,386,ERRO
2024-01-15T00:00:00,A,1440,ERRO
2024-01-15T00:00:00,A,327,ERRO
2024-01-15T00:00:00,A,524,ERRO
2024-01-15T00:00:00,A,1084,ERRO
2024-01-15T00:00:00,A,1137,ERRO
2024-01-15T00:00:00,A,6621,ERRO
2024-01-15T00:00:00,A,52,OK
2024-01-15T00:00:00,A,104,ERRO
2024-01-08T00:00:00,A,118,ERRO
2024-01-08T00:00:00,A,182,ERRO
2024-01-08T00:00:00,A,1788,ERRO
2024-01-08T00:00:00,A,53,ERRO
2024-01-08T00:00:00,A,63,ERRO
2024-01-08T00:00:00,A,257,ERRO
2024-01-08T00:00:00,A,112,ERRO
2024-01-08T00:00:00,A,51,ERRO
2024-01-08T00:00:00,A,369,ERRO
2024-01-08T00:00:00,A,172,ERRO
2024-01-08T00:00:00,A,355,ERRO
2024-01-08T00:00:00,A,212,ERRO
2024-01-08T00:00:00,A,1407,ERRO
2024-01-08T00:00:00,A,1511,ERRO
2024-01-08T00:00:00,A,53,ERRO
2024-01-08T00:00:00,A,45,ERRO
2024-01-08T00:00:00,A,54,ERRO
2024-01-08T00:00:00,A,404,ERRO
2024-01-08T00:00:00,A,70,ERRO
2024-01-08T00:00:00,A,270,ERRO
2024-01-08T00:00:00,A,179,ERRO
2024-01-08T00:00:00,A,263,ERRO
2024-01-08T00:00:00,A,1569,ERRO
2024-01-08T00:00:00,A,42,ERRO
2024-01-16T00:00:00,A,343,ERRO
2024-01-16T00:00:00,A,44,ERRO
2024-01-16T00:00:00,A,66,ERRO
2024-01-16T00:00:00,A,82,ERRO
2024-01-16T00:00:00,A,135,ERRO
2024-01-16T00:00:00,A,231,ERRO
2024-01-16T00:00:00,A,263,ERRO
2024-01-16T00:00:00,A,271,ERRO
2024-01-16T00:00:00,A,304,ERRO
2024-01-16T00:00:00,A,2241,ERRO
2024-01-16T00:00:00,A,705,ERRO
2024-01-16T00:00:00,A,51,ERRO
2024-01-16T00:00:00,A,67,ERRO
2024-01-16T00:00:00,A,80,ERRO
2024-01-16T00:00:00,A,107,ERRO
2024-01-16T00:00:00,A,124,ERRO
2024-01-16T00:00:00,A,1735,ERRO
2024-01-16T00:00:00,A,183,ERRO
2024-01-16T00:00:00,A,1474,ERRO
2024-01-16T00:00:00,A,105,ERRO
2024-01-01T00:00:00,A,46,ERRO
2024-01-09T00:00:00,A,33,ERRO
2024-01-09T00:00:00,A,244,ERRO
2024-01-09T00:00:00,A,227,ERRO
2024-01-09T00:00:00,A,42,ERRO
2024-01-09T00:00:00,A,2257,ERRO
2024-01-09T00:00:00,A,301,ERRO
2024-01-09T00:00:00,A,149,ERRO
2024-01-09T00:00:00,A,71,ERRO
2024-01-09T00:00:00,A,386,ERRO
2024-01-09T00:00:00,A,226,ERRO
2024-01-09T00:00:00,A,338,ERRO
2024-01-09T00:00:00,A,131,ERRO
2024-01-09T00:00:00,A,2318,ERRO
2024-01-09T00:00:00,A,810,ERRO
2024-01-09T00:00:00,A,71,ERRO
2024-01-09T00:00:00,A,199,ERRO
2024-01-09T00:00:00,A,198,ERRO
2024-01-09T00:00:00,A,96,ERRO
2024-01-09T00:00:00,A,164,ERRO
2024-01-09T00:00:00,A,1638,ERRO
2024-01-09T00:00:00,A,61,ERRO
2024-01-09T00:00:00,A,52,ERRO
2024-01-17T00:00:00,A,83,ERRO
2024-01-17T00:00:00,A,62,ERRO
2024-01-17T00:00:00,A,2006,ERRO
2024-01-17T00:00:00,A,151,ERRO
2024-01-17T00:00:00,A,194,ERRO
2024-01-17T00:00:00,A,219,ERRO
2024-01-17T00:00:00,A,219,ERRO
2024-01-17T00:00:00,A,287,ERRO
2024-01-17T00:00:00,A,304,ERRO
2024-01-17T00:00:00,A,61,ERRO
2024-01-17T00:00:00,A,77,ERRO
2024-01-17T00:00:00,A,75,ERRO
2024-01-17T00:00:00,A,109,ERRO
2024-01-17T00:00:00,A,101,ERRO
2024-01-17T00:00:00,A,147,ERRO
2024-01-17T00:00:00,A,1446,ERRO
2024-01-17T00:00:00,A,580,ERRO
2024-01-17T00:00:00,A,1342,ERRO
2024-01-02T00:00:00,A,205,ERRO
2024-01-02T00:00:00,A,1386,ERRO
2024-01-02T00:00:00,A,106,ERRO
2024-01-02T00:00:00,A,47,ERRO
2024-01-02T00:00:00,A,221,ERRO
2024-01-02T00:00:00,A,98,ERRO
2024-01-02T00:00:00,A,58,ERRO
2024-01-02T00:00:00,A,283,ERRO
2024-01-02T00:00:00,A,172,ERRO
2024-01-02T00:00:00,A,300,ERRO
2024-01-02T00:00:00,A,124,ERRO
2024-01-02T00:00:00,A,1577,ERRO
2024-01-02T00:00:00,A,658,ERRO
2024-01-02T00:00:00,A,64,ERRO
2024-01-02T00:00:00,A,73,ERRO
2024-01-02T00:00:00,A,158,ERRO
2024-01-02T00:00:00,A,154,ERRO
2024-01-02T00:00:00,A,62,ERRO
2024-01-02T00:00:00,A,83,ERRO
2024-01-02T00:00:00,A,1323,ERRO
2024-01-10T00:00:00,A,342,ERRO
2024-01-10T00:00:00,A,1943,ERRO
2024-01-10T00:00:00,A,368,ERRO
2024-01-10T00:00:00,A,72,ERRO
2024-01-10T00:00:00,A,116,ERRO
2024-01-10T00:00:00,A,201,ERRO
2024-01-10T00:00:00,A,204,ERRO
2024-01-10T00:00:00,A,316,ERRO
2024-01-10T00:00:00,A,50,ERRO
2024-01-10T00:00:00,A,75,ERRO
2024-01-10T00:00:00,A,80,ERRO
2024-01-10T00:00:00,A,95,ERRO
2024-01-10T00:00:00,A,1699,ERRO
2024-01-10T00:00:00,A,133,ERRO
2024-01-10T00:00:00,A,207,ERRO
2024-01-10T00:00:00,A,647,ERRO
2024-01-10T00:00:00,A,1475,ERRO
2024-01-10T00:00:00,A,42,ERRO
2024-01-10T00:00:00,A,58,ERRO
2024-01-10T00:00:00,A,103,ERRO
2024-01-18T00:00:00,A,64,ERRO
2024-01-18T00:00:00,A,100,ERRO
2024-01-18T00:00:00,A,2075,ERRO
2024-01-18T00:00:00,A,174,ERRO
2024-01-18T00:00:00,A,190,ERRO
2024-01-18T00:00:00,A,185,ERRO
2024-01-18T00:00:00,A,251,ERRO
2024-01-18T00:00:00,A,266,ERRO
2024-01-18T00:00:00,A,62,ERRO
2024-01-18T00:00:00,A,82,ERRO
2024-01-18T00:00:00,A,77,ERRO
2024-01-18T00:00:00,A,95,ERRO
2024-01-18T00:00:00,A,132,ERRO
2024-01-18T00:00:00,A,1479,ERRO
2024-01-18T00:00:00,A,689,ERRO
2024-01-18T00:00:00,A,1203,ERRO
2024-01-18T00:00:00,A,51,ERRO
2024-01-18T00:00:00,A,86,ERRO
2024-01-18T00:00:00,A,69,ERRO
2024-01-03T00:00:00,A,230,ERRO
2024-01-03T00:00:00,A,1788,ERRO
2024-01-03T00:00:00,A,128,ERRO
2024-01-03T00:00:00,A,71,ERRO
2024-01-03T00:00:00,A,306,ERRO
2024-01-03T00:00:00,A,130,ERRO
2024-01-03T00:00:00,A,61,ERRO
2024-01-03T00:00:00,A,307,ERRO
2024-01-03T00:00:00,A,251,ERRO
2024-01-03T00:00:00,A,351,ERRO
2024-01-03T00:00:00,A,191,ERRO
2024-01-03T00:00:00,A,1797,ERRO
2024-01-03T00:00:00,A,1306,ERRO
2024-01-03T00:00:00,A,46,ERRO
2024-01-03T00:00:00,A,98,ERRO
2024-01-03T00:00:00,A,366,ERRO
2024-01-03T00:00:00,A,56,ERRO
2024-01-03T00:00:00,A,50,ERRO
2024-01-03T00:00:00,A,235,ERRO
2024-01-03T00:00:00,A,176,ERRO
2024-01-03T00:00:00,A,227,ERRO
2024-01-03T00:00:00,A,1636,ERRO
2024-01-03T00:00:00,A,45,ERRO
2024-01-11T00:00:00,A,2158,ERRO
2024-01-11T00:00:00,A,41,ERRO
2024-01-11T00:00:00,A,49,ERRO
2024-01-11T00:00:00,A,107,ERRO
2024-01-11T00:00:00,A,177,ERRO
2024-01-11T00:00:00,A,202,ERRO
2024-01-11T00:00:00,A,276,ERRO
2024-01-11T00:00:00,A,284,ERRO
2024-01-11T00:00:00,A,295,ERRO
2024-01-11T00:00:00,A,1525,ERRO
2024-01-11T00:00:00,A,57,ERRO
2024-01-11T00:00:00,A,726,ERRO
2024-01-11T00:00:00,A,97,ERRO
2024-01-11T00:00:00,A,145,ERRO
2024-01-11T00:00:00,A,167,ERRO
2024-01-11T00:00:00,A,1341,ERRO
2024-01-11T00:00:00,A,57,ERRO
2024-01-11T00:00:00,A,69,ERRO
2024-01-19T00:00:00,A,359,ERRO
2024-01-19T00:00:00,A,42,ERRO
2024-01-19T00:00:00,A,43,ERRO
2024-01-19T00:00:00,A,49,ERRO
2024-01-19T00:00:00,A,200,ERRO
2024-01-19T00:00:00,A,1762,ERRO
2024-01-19T00:00:00,A,230,ERRO
2024-01-19T00:00:00,A,231,ERRO
2024-01-19T00:00:00,A,232,ERRO
2024-01-19T00:00:00,A,61,ERRO
2024-01-19T00:00:00,A,64,ERRO
2024-01-19T00:00:00,A,74,ERRO
2024-01-19T00:00:00,A,111,ERRO
2024-01-19T00:00:00,A,594,ERRO
2024-01-19T00:00:00,A,1149,ERRO
2024-01-19T00:00:00,A,994,ERRO
2024-01-19T00:00:00,A,44,ERRO
2024-01-19T00:00:00,A,50,ERRO
2024-01-19T00:00:00,A,92,ERRO
2024-01-19T00:00:00,A,109,ERRO
2024-01-04T00:00:00,A,250,ERRO
2024-01-04T00:00:00,A,2004,ERRO
2024-01-04T00:00:00,A,159,ERRO
2024-01-04T00:00:00,A,40,ERRO
2024-01-04T00:00:00,A,61,ERRO
2024-01-04T00:00:00,A,276,ERRO
2024-01-04T00:00:00,A,130,ERRO
2024-01-04T00:00:00,A,57,ERRO
2024-01-04T00:00:00,A,331,ERRO
2024-01-04T00:00:00,A,219,ERRO
2024-01-04T00:00:00,A,376,ERRO
2024-01-04T00:00:00,A,138,ERRO
2024-01-04T00:00:00,A,1781,ERRO
2024-01-04T00:00:00,A,1188,ERRO
2024-01-04T00:00:00,A,62,ERRO
2024-01-04T00:00:00,A,52,ERRO
2024-01-04T00:00:00,A,302,ERRO
2024-01-04T00:00:00,A,84,ERRO
2024-01-04T00:00:00,A,52,ERRO
2024-01-04T00:00:00,A,224,ERRO
2024-01-04T00:00:00,A,160,ERRO
2024-01-04T00:00:00,A,208,ERRO
2024-01-04T00:00:00,A,1483,ERRO
2024-01-12T00:00:00,A,71,ERRO
2024-01-12T00:00:00,A,82,ERRO
2024-01-12T00:00:00,A,163,ERRO
2024-01-12T00:00:00,A,1732,ERRO
2024-01-12T00:00:00,A,183,ERRO
2024-01-12T00:00:00,A,197,ERRO
2024-01-12T00:00:00,A,232,ERRO
2024-01-12T00:00:00,A,332,ERRO
2024-01-12T00:00:00,A,58,ERRO
2024-01-12T00:00:00,A,1314,ERRO
2024-01-12T00:00:00,A,77,ERRO
2024-01-12T00:00:00,A,124,ERRO
2024-01-12T00:00:00,A,153,ERRO
2024-01-12T00:00:00,A,573,ERRO
2024-01-12T00:00:00,A,1245,ERRO
2024-01-12T00:00:00,A,46,ERRO
2024-01-12T00:00:00,A,44,ERRO
2024-01-12T00:00:00,A,43,ERRO
2024-01-20T00:00:00,A,250,ERRO
2024-01-20T00:00:00,A,90,ERRO
2024-01-20T00:00:00,A,105,ERRO
2024-01-20T00:00:00,A,63,ERRO
2024-01-05T00:00:00,A,217,ERRO
2024-01-05T00:00:00,A,1787,ERRO
2024-01-05T00:00:00,A,72,ERRO
2024-01-05T00:00:00,A,70,ERRO
2024-01-05T00:00:00,A,254,ERRO
2024-01-05T00:00:00,A,109,ERRO
2024-01-05T00:00:00,A,273,ERRO
2024-01-05T00:00:00,A,163,ERRO
2024-01-05T00:00:00,A,296,ERRO
2024-01-05T00:00:00,A,117,ERRO
2024-01-05T00:00:00,A,1428,ERRO
2024-01-05T00:00:00,A,662,ERRO
2024-01-05T00:00:00,A,144,ERRO
2024-01-05T00:00:00,A,57,ERRO
2024-01-05T00:00:00,A,144,ERRO
2024-01-05T00:00:00,A,56,ERRO
2024-01-05T00:00:00,A,90,ERRO
2024-01-05T00:00:00,A,1169,ERRO
2024-01-13T00:00:00,A,39,ERRO
2024-01-13T00:00:00,A,236,ERRO
2024-01-13T00:00:00,A,88,ERRO
2024-01-13T00:00:00,A,133,ERRO
2024-01-13T00:00:00,A,83,ERRO
2024-01-06T00:00:00,A,212,ERRO
2024-01-06T00:00:00,A,107,ERRO
2024-01-06T00:00:00,A,67,ERRO
2024-01-06T00:00:00,A,85,ERRO
2024-01-14T00:00:00,A,62,ERRO
2024-01-14T00:00:00,A,52,ERRO
2024-01-14T00:00:00,A,66,ERRO
2024-01-07T00:00:00,A,68,ERRO
2024-01-07T00:00:00,A,67,ERRO
2024-01-15T00:00:00,A,387,ERRO
2024-01-15T00:00:00,A,73,ERRO
2024-01-15T00:00:00,A,111,ERRO
2024-01-15T00:00:00,A,2115,ERRO
2024-01-15T00:00:00,A,204,ERRO
2024-01-15T00:00:00,A,241,ERRO
2024-01-15T00:00:00,A,249,ERRO
2024-01-15T00:00:00,A,322,ERRO
2024-01-15T00:00:00,A,371,ERRO
2024-01-15T00:00:00,A,76,ERRO
2024-01-15T00:00:00,A,151,ERRO
2024-01-15T00:00:00,A,172,ERRO
2024-01-15T00:00:00,A,189,ERRO
2024-01-15T00:00:00,A,1886,ERRO
2024-01-15T00:00:00,A,266,ERRO
2024-01-15T00:00:00,A,1366,ERRO
2024-01-15T00:00:00,A,1432,ERRO
2024-01-15T00:00:00,A,56,ERRO
2024-01-15T00:00:00,A,59,ERRO
2024-01-15T00:00:00,A,37,ERRO
2024-01-21T00:00:00,A,35,OK
2024-01-21T00:00:00,A,61,ERRO
2024-01-21T00:00:00,A,52,ERRO
2024-01-21T00:00:00,A,65,ERRO
2024-01-21T00:00:00,A,74,OK
2024-01-21T00:00:00,A,179,ERRO
2024-01-22T00:00:00,A,623,OK
2024-01-22T00:00:00,A,2922,OK
2024-01-22T00:00:00,A,108,OK
2024-01-22T00:00:00,A,88,OK
2024-01-22T00:00:00,A,172,OK
2024-01-22T00:00:00,A,167,OK
2024-01-22T00:00:00,A,817,OK
2024-01-22T00:00:00,A,556,OK
2024-01-22T00:00:00,A,232,OK
2024-01-22T00:00:00,A,857,OK
2024-01-22T00:00:00,A,549,OK
2024-01-22T00:00:00,A,361,ERRO
2024-01-22T00:00:00,A,58,ERRO
2024-01-22T00:00:00,A,66,ERRO
2024-01-22T00:00:00,A,65,ERRO
2024-01-22T00:00:00,A,121,ERRO
2024-01-22T00:00:00,A,2088,ERRO
2024-01-22T00:00:00,A,208,ERRO
2024-01-22T00:00:00,A,245,ERRO
2024-01-22T00:00:00,A,253,ERRO
2024-01-22T00:00:00,A,252,ERRO
2024-01-22T00:00:00,A,1291,ERRO
2024-01-22T00:00:00,A,99,ERRO
2024-01-22T00:00:00,A,108,ERRO
2024-01-22T00:00:00,A,166,ERRO
2024-01-22T00:00:00,A,346,ERRO
2024-01-22T00:00:00,A,344,ERRO
2024-01-22T00:00:00,A,1473,ERRO
2024-01-22T00:00:00,A,6640,ERRO
2024-01-22T00:00:00,A,1036,ERRO
2024-01-22T00:00:00,A,452,ERRO
2024-01-22T00:00:00,A,998,ERRO
2024-01-22T00:00:00,A,1705,ERRO
2024-01-22T00:00:00,A,1656,ERRO
2024-01-22T00:00:00,A,68,ERRO
2024-01-22T00:00:00,A,139,ERRO
2024-01-22T00:00:00,A,161,ERRO
2024-01-22T00:00:00,A,166,ERRO
2024-01-22T00:00:00,A,1242,ERRO
2024-01-22T00:00:00,A,203,ERRO
2024-01-22T00:00:00,A,259,ERRO
2024-01-22T00:00:00,A,1458,ERRO
2024-01-22T00:00:00,A,42,OK
2024-01-22T00:00:00,A,50,OK
2024-01-22T00:00:00,A,112,ERRO
2024-01-22T00:00:00,A,63,ERRO
2024-01-23T00:00:00,A,957,OK
2024-01-23T00:00:00,A,614,OK
2024-01-23T00:00:00,A,634,OK
2024-01-23T00:00:00,A,43,OK
2024-01-23T00:00:00,A,102,OK
2024-01-23T00:00:00,A,1004,OK
2024-01-23T00:00:00,A,82,OK
2024-01-23T00:00:00,A,2978,OK
2024-01-23T00:00:00,A,142,OK
2024-01-23T00:00:00,A,169,OK
2024-01-23T00:00:00,A,510,OK
2024-01-23T00:00:00,A,229,OK
2024-01-23T00:00:00,A,42,ERRO
2024-01-23T00:00:00,A,352,ERRO
2024-01-23T00:00:00,A,49,ERRO
2024-01-23T00:00:00,A,2039,ERRO
2024-01-23T00:00:00,A,140,ERRO
2024-01-23T00:00:00,A,207,ERRO
2024-01-23T00:00:00,A,238,ERRO
2024-01-23T00:00:00,A,253,ERRO
2024-01-23T00:00:00,A,301,ERRO
2024-01-23T00:00:00,A,1693,ERRO
2024-01-23T00:00:00,A,74,ERRO
